Index	AvgScore	Score	NormalizedClaim	Text
166	0.1114	0.1604	A picture of some protestors carrying some placards is doing the rounds on the internet. The text on one of the placards read, 'We are not Arabs, to kill us and keep silent'.	The post criticizes the US government, likening its actions to killing Arabs and expecting them to remain silent, with "hooting" implying a callous disregard for their suffering.
167	0.2914	0.2128	Trump reinstated to Facebook	Donald Trump's Facebook and Instagram accounts have been restored.
168	0.2920	0.3912	Photo of Tanzanian president Samia Suluhu Hassan and her daughter	Samia Suluhu Hassan, a 61-year-old, has become the first female Head of State in East Africa as the President of Tanzania.
169	0.2928	0.4265	Nancy Pelosi said, "If impeachment fails, I will resign immediately."	Nancy Pelosi stated that she will resign if the impeachment process fails.
170	0.2916	0.0926	Video shows impressive Pakistani paratroopers	The user expresses support for the Pakistan Army.
171	0.2921	0.3775	Video shows Typhoon Hagibis hitting Japanese island	Typhoon Hagibis made landfall on Hachijo Jima, according to reports from Japan Tomo.
172	0.2925	0.3495	More than 300,000 infected with novel coronavirus in China	The Nigerian government should take immediate precautions to prevent a potential coronavirus epidemic as hundreds of Chinese nationals are expected to return to Nigeria after celebrating the Lunar New Year in China, where over 300,000 people are already infected.
173	0.1885	0.4260	A photo shows Ukrainians praying in the snow 'in this phase of war danger'	Ukrainian Christians praying outdoors in the snow for their country amidst war danger.
174	0.1141	0.2564	List of Biden accomplishments is true	The user is satirically exaggerating Joe Biden's accomplishments to criticize Facebook's fact-checking policies and potentially comment on the spread of misinformation.
175	0.2915	0.4265	Man in Pompeii killed after being struck by a large slab of stone	A 30-year-old man's remains were found in Pompeii, Italy, revealing he survived the initial Vesuvius eruption in 79 A.D. but was later killed by a falling stone slab.
176	0.2911	0.2128	Simplot plans to close down Australian frozen vegetable manufacturing	Simplot Australia, the only manufacturer of frozen Australian-grown vegetables, is at risk of closing due to competition from other brands that have moved their operations to New Zealand to capture the Chinese market, which would result in Australia relying on imported food and potentially losing jobs, compromising food safety, and threatening national food security.
177	0.2916	0.3922	Missile caused Beirut blast	The explosion in Beirut was caused by a missile attack, not an accident.
178	0.2931	0.5523	This study proves mRNA vaccines dramatically increase risk of developing heart diseases	A study published in the American Heart Association's Circulation journal found that mRNA COVID vaccines increase the risk of developing heart diseases, with endothelial inflammatory markers and ACS risk rising significantly, as measured by the PULS Cardiac Test.
179	0.2917	0.0427	Instagram page showing antifa symbol belongs to Illinois shooting suspect	The shooter, Robert "Awake" Crimo, is alleged to be a liberal, but this information is not expected to be widely reported.
180	0.1112	0.0588	Members of "World Doctors Alliance" make multiple claims about severity of Covid-19 pandemic, including that it's a "normal flu"	The repeated message implies that the government of South Africa, led by Cyril, is facing or will face legal consequences, possibly due to corruption or mismanagement.
181	0.1852	0.4646	Enfamil and Similac will send parents free baby formula	A post about a formula shortage, with phone numbers for Enfamil and Similac.
182	0.2910	0.4261	Face masks can cause fungal lung infections	People are being hospitalized with fungal lung infections due to prolonged mask-wearing, so it is recommended to take regular breaks from wearing masks.
183	0.2917	0.4265	First time Kenyans or Nigerians heard music	In 1932, Kenyans first heard music from a speaker.
184	0.2914	0.2416	Photo of Philippine mayor Isko Moreno Domagoso taken after testing positive for Covid-19	Isko Moreno and the hospital staff allegedly violated IATF COVID protocols during his admission to Sta. Ana Hospital while he was COVID-positive, putting others at risk of infection for the sake of photo opportunities.
185	0.2936	0.6968	How To Hit A Woman So No One Knows was Googled 163 million times during 2020	According to a report, the phrases "How To Hit A Woman So No One Knows" and "He will kill me" were searched on Google 163 million and 107 million times, respectively, in 2020, highlighting a disturbing trend of domestic violence.
186	0.2946	0.4798	Says Joe Biden canceled the Keystone pipeline because Warren Buffett “donated $58 million” to his campaign.	President Biden cancelled the Keystone pipeline on his first day in office, potentially benefiting billionaire Warren Buffet, who donated $58 million to Biden's campaign and would lose billions in transport fees if the pipeline were completed.
187	0.1305	0.3166	Photo shows 2021 protest against vaccine passports in Paris	Mainstream media is hiding the truth about protests against vaccination orders.
188	0.1889	0.5357	Face masks are dangerous for children	A mother warns about mask dangers for children, citing oxygen deprivation and psychological damage.
189	0.1880	0.1000	Ballots received by error are proof of widespread voter fraud	A photo of unsecured, blank absentee ballot applications.
190	0.1870	0.0893	JNU Student Union president Aishe Ghosh faked a hand injury	A photo of two hands, one with a wound on the left and another with the wound on the right.
191	0.2912	0.4282	Billie Eilish cried because she wanted to be poor	Billie Eilish stated that she sometimes wishes she was poor again so she can relate to her fans, finding the idea of being broke to appear fun and cute.
192	0.2913	0.2929	News Headlines on white supremacy links to GameStop stock rise	Elon Musk's tweet "Gamestonks!" allegedly inspired internet gamers, including some white supremacists, to buy Gamestop stocks in an effort to bankrupt a Jewish-owned hedge fund on International Holocaust Remembrance Day.
193	0.2925	0.5357	Photos of a diamond-encrusted airplane of Emirates	Emirates has launched a diamond-encrusted airplane.
194	0.2933	0.4430	Indian Vedic mantras were chanted at the White House before the new American President entered office.	The new American President invokes the Almighty and performs Indian slokas on their first day at the White House to pray for the well-being and good fortune of the country and its citizens.
195	0.1886	0.3597	Genuine Time magazine cover featuring Russian President Putin with Hitler's moustache	Time Magazine cover with "The Return of History" and a story about Putin.
196	0.1292	0.1720	Ukrainian soldiers saying goodbye to their partners before going to war	Opposition to war and support for Ukraine and peace.
197	0.1307	0.2896	rolonged use of face masks causes hypoxia -- a lack of oxygen in the body.	Face masks cause oxygen deprivation, mimicking coronavirus symptoms.
198	0.1318	0.2632	Biden says will raise taxes	Biden's tax increases will severely affect millions of American families.
199	0.2912	0.4307	Photo shows a lightning phenomenon in Venezuela	Catatumbo lightning is a unique atmospheric phenomenon that occurs over the mouth of the Catatumbo River, where it empties into Lake Maracaibo in Venezuela, creating the world's most amazing natural light show.
200	0.2923	0.5137	Video shows Nigeria's ambassador on way to discuss travel ban with Donald Trump	The Nigerian Ambassador to the US arrived in Washington DC to discuss the travel ban with President Donald Trump.
201	0.2921	0.2505	Israeli soldier arrests child during Gaza fighting in June 2021	An armed Israeli soldier attempted to arrest a Palestinian child by suffocating him, despite the child's cries and pain from a broken hand, until the child's family intervened and freed him.
202	0.2929	0.4491	Donald Trump’s letter to Joe Biden said, “You know I won.”	Donald Trump claims he won the election in a letter to Joe Biden.
203	0.1308	0.0952	EU warns Uganda’s Bobi Wine over swearing-in ceremony	The EU opposes Kyagulanyi's plan to swear himself in as Uganda's president.
204	0.2919	0.3432	This photo shows Canadian PM Trudeau joining a sit-in in support of Indian farmers.	Canadian Prime Minister Justin Trudeau participated in a sit-in with Indians to protest against the farmer laws in Canada.
205	0.2917	0.2662	Video of raunchy marriage custom in Namibia	In Namibia, a traditional practice dictates that if a bachelor becomes aroused by his intended bride's sisters, the marriage is cancelled due to concerns that he will be unfaithful.
206	0.1306	0.1639	Pakistan's advisor to PM on Finance dances after imposing new taxes	Hafeez Sheikh is unaffected by the people's suffering due to imposed taxes.
